time_ns,parallel_raw_sum,perpendicular_raw_sum,parallel_decay_sum,perpendicular_decay_sum,anisotropy_raw_sum,anisotropy_sum,parallel_fit_sum,perpendicular_fit_sum,anisotropy_fit_sum
1.008,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,649684.5490698924,407011.4501770336,0.16579344389369782
1.029,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,645068.9376811872,404448.99597957166,0.16549203203757734
1.05,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,640486.1898221216,401902.6765877309,0.16519068770507228
1.071,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,635936.0713476675,399372.3903891293,0.1648894111941311
1.092,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,631418.3497820874,396858.0364114185,0.16458820280400568
1.113,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,626932.7943070245,394359.51431825326,0.16428706283525785
1.134,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,622479.1757496814,391876.72440528317,0.16398599158977092
1.155,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,618057.2665710807,389409.5675961715,0.16368498937075832
1.176,0.0,0.0,-659.8889879810896,-513.901355600657,,0.08650136304584291,613666.8408544093,386957.9454386395,0.1633840564827724
1.197,0.0,3.0,-659.8889879810896,-510.6754556006569,-0.5,0.08875207663879266,609307.6742934473,384521.76010053477,0.16308319323171358
1.218,0.0,6.0,-659.8889879810896,-507.44955560065694,-0.5,0.09102013111679645,604979.5441810788,382100.914365924,0.1627823999248409
1.239,3.0,48.0,-656.6630879810896,-462.2869556006569,-0.45454545454545453,0.12292662800132875,600682.2293978847,379695.31163121125,0.16248167687078105
1.26,3.0,77.0,-656.6630879810896,-431.1032556006569,-0.4713375796178344,0.14850506751985157,596415.5104008158,377304.8559012809,0.16218102437953663
1.281,5.0,109.0,-654.5124879810895,-396.69365560065694,-0.4663677130044843,0.17806400175344805,592179.1692119503,374929.4517856634,0.16188044276249838
1.302,7.0,151.0,-652.3618879810896,-351.53105560065694,-0.46601941747572817,0.22194592434684268,587972.989407326,372569.00449472683,0.16157993233245196
1.323,6.0,136.0,-653.4371879810896,-367.6605556006569,-0.4676258992805755,0.2057785235549458,583796.7561058585,370223.4198358916,0.16127949340359035
1.344,7.0,172.0,-652.3618879810896,-328.94975560065694,-0.4700854700854701,0.24683023752530617,579650.2559583327,367892.60420986894,0.16097912629152158
1.365,5.0,180.0,-654.5124879810895,-320.3473556006569,-0.4794520547945205,0.25800129322271653,575533.2771364772,365576.4646069239,0.16067883131327967
1.386,8.0,168.0,-651.2865879810896,-333.250955600657,-0.46511627906976744,0.24134042190970076,571445.6093221143,363274.9086031605,0.16037860878733484
1.407,13.0,193.0,-646.4371879810896,-306.36845560065694,-0.45112781954887216,0.2700728458449417,567387.0436963873,360987.84435683145,0.16007845903360238
1.428,29.0,228.0,-630.2112879810895,-268.80825560065693,-0.41030927835051545,0.3094660296950038,563357.3729290679,358715.1806046714,0.15977838237345382
1.449,70.0,287.0,-589.0606879810896,-205.44085560065696,-0.33695652173913043,0.38364193046929196,559356.391167935,356456.82665825164,0.15947837912972657
1.47,123.0,313.0,-535.7594879810896,-177.63365560065694,-0.253671562082777,0.4019248721913247,555383.894028233,354212.69240035926,0.1591784496267344
1.491,145.0,294.0,-514.0606879810896,-198.21495560065696,-0.20327421555252387,0.3468962037214374,551439.6785822042,351982.6882813988,0.15887859419027725
1.512,156.0,311.0,-503.13598798108956,-180.010155600657,-0.19922879177377892,0.37435379048557366,547523.5433486958,349766.725315816,0.15857881314765268
1.533,198.0,291.0,-460.9853879810895,-201.36555560065696,-0.11923076923076924,0.30058454669580753,543635.288282841,347564.71507854527,0.15827910682766455
1.554,186.0,306.0,-473.2865879810895,-185.16075560065696,-0.15037593984962405,0.3415399077601014,539774.7147658141,345376.5697014779,0.15797947556063535
1.575,182.0,301.0,-477.1359879810895,-190.76315560065694,-0.15178571428571427,0.3335104297150458,535941.6255946582,343202.2018699539,0.15767991967841535
1.596,213.0,306.0,-445.9853879810895,-184.93485560065693,-0.11272727272727273,0.319971686935634,532135.8249721864,341041.52481927536,0.1573804395143943
1.617,223.0,330.0,-436.2865879810895,-159.50415560065693,-0.12117780294450736,0.36645611228150204,528357.1184969541,338894.4523312421,0.15708103540351123
1.638,275.0,306.0,-384.2112879810895,-185.76315560065697,-0.03494926719278467,0.26258867177592343,524605.3131533035,336760.8987307082,0.1567817076822662
1.659,315.0,299.0,-344.3618879810895,-192.98905560065694,0.017524644030668127,0.20726351089888342,520880.21730147855,334640.77888216183,0.15648245668873026
1.68,355.0,292.0,-303.7594879810895,-200.59145560065696,0.0670926517571885,0.1463495918249313,517181.6406678114,332534.00818632526,0.1561832827625567
1.701,362.0,311.0,-296.91008798108953,-180.31135560065698,0.051829268292682924,0.1773276291698528,513509.39433497837,330440.50257677666,0.15588418624499273
1.722,355.0,288.0,-304.13598798108956,-204.81735560065695,0.0719656283566058,0.13914641283846232,509863.2907323244,328360.1785165938,0.15558516747888912
1.743,355.0,312.0,-304.4371879810895,-179.01015560065696,0.043922369765066395,0.1893359687757071,506243.143626259,326292.9529950179,0.1552862268087128
1.764,335.0,309.0,-323.8347879810895,-182.76315560065697,0.02728226652675761,0.20464112719407349,502648.7681107183,324238.7435241393,0.15498736458055723
1.785,380.0,309.0,-278.3076879810895,-182.38665560065695,0.07114228456913828,0.14915855468033432,499079.9805976963,322197.46813560335,0.1546885811421539
1.806,388.0,315.0,-270.68418798108956,-175.78425560065696,0.07170923379174853,0.15251027838870682,495536.5988078445,320169.04537733796,0.15438987684288394
1.827,322.0,316.0,-336.9853879810895,-174.63365560065697,0.006289308176100629,0.23657718588773094,492018.44176113646,318153.3943103009,0.15409125203378912
1.848,355.0,305.0,-304.0606879810895,-186.46195560065695,0.05181347150259067,0.17370961248225872,488525.3297676013,316150.4345052478,0.15379270706758397
1.869,333.0,256.0,-325.9100879810895,-239.22695560065696,0.09112426035502959,0.10776605177325399,485057.0844181212,314160.0860395208,0.1534942422986668
1.89,290.0,318.0,-368.9100879810895,-172.78425560065696,-0.03023758099352052,0.2745020391161673,481613.5285752972,312182.2694938574,0.15319585808313205
1.911,299.0,270.0,-360.5124879810895,-224.47395560065698,0.03456495828367104,0.16806076309333776,478194.48636437656,310216.90594921884,0.15289755477878111
1.932,333.0,283.0,-325.9853879810895,-210.41975560065694,0.05561735261401557,0.15474260768079584,474799.783164249,308263.91698363953,0.1525993327451351
1.953,322.0,292.0,-337.1359879810895,-200.51615560065696,0.033112582781456956,0.18507951713959123,471429.2455985038,306323.2246690951,0.1523011923434463
1.974,372.0,292.0,-286.68418798108956,-200.44085560065696,0.08368200836820083,0.1254328239416557,468082.7015265529,304394.75156839116,0.15200313393671055
1.995,316.0,283.0,-342.5335879810895,-209.81735560065695,0.03741496598639456,0.1741298247680998,464759.9800348156,302478.4207320713,0.15170515788967837
2.016,312.0,278.0,-347.0606879810895,-215.41975560065697,0.03917050691244239,0.169225991353121,461460.91142796824,300574.155695344,0.15140726456886874
2.037,300.0,263.0,-358.8347879810895,-231.39865560065695,0.044794188861985475,0.15510120954042908,458185.3272202541,298681.8804750304,0.15110945434257958
2.058,349.0,253.0,-310.0606879810895,-242.45285560065696,0.11228070175438597,0.08504489302939713,454933.06012685725,296801.5195665295,0.15081172758090167
2.079,356.0,309.0,-302.98538798108956,-182.16075560065693,0.048254620123203286,0.18106306487834783,451703.94405533647,294932.99794080394,0.1505140846557297
2.1,291.0,263.0,-368.1359879810895,-232.00105560065694,0.03427172582619339,0.16359656229439387,448497.8140971214,293076.241041384,0.1502165259407755
2.121,361.0,267.0,-297.5335879810895,-227.32335560065692,0.10502793296089385,0.09334229101287142,445314.50651906885,291231.1747813906,0.14991905181158058
2.142,314.0,285.0,-344.5335879810895,-208.41975560065697,0.032805429864253395,0.17877415491379678,442153.85875507904,289397.72554057656,0.1496216626455291
2.163,316.0,272.0,-343.1359879810895,-222.24805560065695,0.05116279069767442,0.15348273960129294,439015.7093977725,287575.8201623884,0.1493243588218594
2.184,312.0,286.0,-347.2112879810895,-207.11855560065698,0.029411764705882353,0.18398191201249556,435899.8981902259,285765.38595104386,0.14902714072167844
2.205,302.0,296.0,-357.0606879810895,-197.04325560065695,0.006711409395973154,0.2130307249426021,432806.26601776684,283966.3506686305,0.14873000872797337
2.226,278.0,286.0,-381.2865879810895,-207.11855560065692,-0.009411764705882352,0.21893506448573832,429734.6548998271,282178.6425322204,0.1484329632256253
2.247,296.0,281.0,-363.4371879810895,-212.11855560065695,0.017482517482517484,0.19210812456049348,426684.9079818543,280402.19021100446,0.1481360046014222
2.268,292.0,279.0,-366.6088879810895,-214.26915560065697,0.015294117647058824,0.19158683139055666,423656.8695272812,278636.9228234441,0.1478391332440722
2.289,305.0,271.0,-353.5335879810895,-223.32335560065695,0.04014167650531287,0.16272611624339775,420650.3849095523,276882.76993444155,0.14754234954421636
2.31,309.0,283.0,-350.2865879810895,-210.19385560065697,0.029714285714285714,0.1817794268331703,417665.3006042073,275139.66155252676,0.14724565389444288
2.331,299.0,246.0,-360.0606879810895,-249.82935560065692,0.06700379266750948,0.1282178027915422,414701.4641810207,273407.52812706353,0.14694904668929934
2.352,297.0,226.0,-361.8347879810895,-271.2600556006569,0.09479305740987984,0.100153968826086,411758.72429619834,271686.30054547195,0.1466525283253075
2.373,308.0,254.0,-350.8347879810895,-241.45285560065693,0.0661764705882353,0.13119421749056995,408836.9306846288,269975.9101304692,0.14635609920097606
2.394,280.0,266.0,-379.2865879810895,-228.62455560065695,0.017241379310344827,0.18010233457781133,405935.9341521911,268276.2886373273,0.14605975971681504
2.415,288.0,261.0,-370.9100879810895,-233.54925560065695,0.03333333333333333,0.16391339243349956,403055.5865681156,266587.36825114844,0.14576351027534878
2.436,300.0,270.0,-359.3618879810895,-223.87155560065693,0.03571428571428571,0.1678720024255632,400195.7408574013,264909.08158415713,0.14546735128113028
2.457,327.0,252.0,-332.2865879810895,-243.60345560065693,0.09025270758122744,0.10821700534404534,397356.25099328574,263241.36167300935,0.14517128314075556
2.478,278.0,272.0,-381.2865879810895,-221.94685560065696,0.0072992700729927005,0.19309686930033096,394536.97198977,261584.14197611943,0.14487530626287712
2.499,300.0,279.0,-358.5335879810895,-214.41975560065697,0.024475524475524476,0.1830311862699884,391737.75989419565,259937.35637100297,0.14457942105821806
2.52,289.0,273.0,-369.9100879810895,-220.94685560065696,0.019161676646706587,0.1834965942884952,388958.471779876,258300.9391516366,0.14428362793958716
2.541,314.0,234.0,-344.9853879810895,-262.7329556006569,0.10230179028132992,0.09449400840425028,386198.9657387785,256674.82502583475,0.14398792732189222
2.562,264.0,267.0,-395.4371879810895,-227.62455560065692,-0.0037593984962406013,0.19726735054004949,383459.10087426094,255058.94911264253,0.14369231962215537
2.583,308.0,272.0,-351.1359879810895,-222.32335560065695,0.04225352112676056,0.16186910385558292,380738.7372938582,253453.2469397454,0.14339680525952725
2.604,282.0,255.0,-377.3618879810895,-240.37755560065693,0.03409090909090909,0.1596336309745041,378037.7361021211,251857.65444089516,0.14310138465530137
2.625,303.0,249.0,-356.0606879810895,-246.82935560065698,0.06741573033707865,0.12854988656906555,375355.9593935063,250272.10795335151,0.1428060582329294
2.646,297.0,247.0,-362.1359879810895,-249.13055560065695,0.0632111251580278,0.13134101973125725,372693.2702453163,248696.54421534052,0.1425108264180357
2.667,282.0,252.0,-377.1359879810895,-243.75405560065693,0.03816793893129771,0.15426223634274133,370049.5327106916,247130.90036352887,0.14221568963843254
2.688,324.0,264.0,-334.7594879810895,-230.54925560065695,0.07042253521126761,0.13094073627140676,367424.6118116503,245575.11393051388,0.14192064832413462
2.709,293.0,273.0,-365.9853879810895,-221.32335560065695,0.023837902264600714,0.17889721732132363,364818.373532179,244029.12284232912,0.14162570290737464
2.73,294.0,283.0,-365.4371879810895,-210.344455600657,0.012790697674418604,0.19728734682862448,362230.6848113737,242492.86541596655,0.1413308538226187
2.751,297.0,268.0,-361.9100879810895,-226.32335560065695,0.03481392557022809,0.16645460760566388,359661.4135366272,240966.2803569134,0.14103610150658083
2.772,302.0,267.0,-356.9853879810895,-227.32335560065698,0.041866028708133975,0.15975468751303382,357110.42853686743,239449.30675670475,0.1407414463982396
2.793,317.0,284.0,-342.2865879810895,-209.04325560065695,0.03728813559322034,0.17523414824078257,354577.5995758432,237941.88409049227,0.14044688893885274
2.814,310.0,272.0,-349.3618879810895,-222.39865560065695,0.04449648711943794,0.15987126071339697,352062.79734545737,236443.95221462726,0.1401524295719731
2.835,374.0,258.0,-284.8347879810895,-237.15165560065697,0.1303370786516854,0.0628121977171052,349565.893459148,234955.45136425926,0.13985806874346454
2.856,344.0,289.0,-314.3829879810895,-204.11855560065698,0.0596529284164859,0.15258976674630198,347086.76044531725,233476.32215095055,0.1395638069015171
2.877,326.0,266.0,-332.7594879810895,-228.62455560065695,0.06993006993006994,0.13181493529083604,344625.2717408064,232006.5055603041,0.13926964449666435
2.898,323.0,296.0,-335.8347879810895,-197.04325560065695,0.029508196721311476,0.1901458863248616,342181.30168441776,230545.9429496081,0.13897558198179816
2.919,350.0,297.0,-308.4582879810895,-195.44085560065696,0.05614406779661017,0.16160584624440316,339754.72551048256,229094.5760454945,0.13868161981218513
2.94,343.0,325.0,-315.4582879810895,-165.78425560065693,0.01812688821752266,0.23132586249837533,337345.4193424753,227652.346941612,0.13838775844548362
2.961,377.0,337.0,-281.3829879810895,-152.50415560065693,0.038058991436726926,0.21978298886788808,334953.2601866728,226219.19809631456,0.13809399834175906
2.982,379.0,346.0,-279.8347879810895,-143.05235560065694,0.03081232492997199,0.24169090967857562,332578.1259258594,224795.07233036388,0.1378003399635012
3.003,409.0,367.0,-249.53358798108957,-120.09455560065695,0.03674540682414698,0.26431086938900783,330219.89531307673,223379.91282464654,0.13750678377564066
3.024,392.0,361.0,-266.6841879810895,-126.84755560065692,0.027827648114901255,0.2687205901544079,327878.4479654175,221973.66311790555,0.13721333024556487
3.045,421.0,367.0,-237.83478798108956,-121.22405560065691,0.046753246753246755,0.24279592835585395,325553.6643578645,220576.2671044857,0.13691997984313622
3.066,421.0,396.0,-237.60888798108954,-90.04035560065692,0.020610057708161583,0.35329711984518436,323245.4258171728,219187.6690320943,0.13662673304070752
3.087,445.0,356.0,-213.83478798108956,-132.90175560065694,0.07692307692307693,0.16873763525221386,320953.6145157966,217807.81349957452,0.13633359031314055
3.108,487.0,364.0,-171.08178798108952,-123.47105560065692,0.10123456790123457,0.11389476169556947,318678.1134658581,216436.6454546941,0.13604055213782193
3.129,490.0,378.0,-168.30768798108954,-108.56745560065694,0.0898876404494382,0.1549912555258628,316418.80651315994,215074.110191947,0.13574761899468088
3.15,462.0,414.0,-196.23238798108952,-70.15785560065694,0.037209302325581395,0.37461073970321934,314175.57833124127,213720.15335036968,0.13545479136620658
3.171,495.0,391.0,-162.62998798108953,-94.96505560065695,0.08144087705559906,0.1919245329728163,311948.31441547483,212374.72091137027,0.13516206973746622
3.192,495.0,438.0,-162.93118798108952,-44.57655560065698,0.04157549234135667,0.4695041808010159,309736.90107720695,211037.75919657215,0.1348694545961221
3.213,504.0,382.0,-154.15708798108955,-104.79335560065695,0.09621451104100946,0.13571016878195247,307541.22543793876,209709.2148656714,0.13457694643244808
3.234,515.0,467.0,-142.93118798108952,-13.694055600656952,0.033126293995859216,0.7587932371775795,305361.1754235501,208389.03491430613,0.13428454573935042
3.255,500.0,426.0,-158.38298798108954,-57.40485560065694,0.05473372781065089,0.36962236795724995,303196.63975856337,207077.16667194135,0.13399225301238288
3.276,505.0,471.0,-153.23238798108952,-9.543455600656959,0.023496890117484452,0.8338528131334549,301047.5079604488,205773.55779976543,0.13370006874976664
3.297,581.0,472.0,-76.70528798108953,-8.09165560065695,0.07147540983606557,0.738665810275569,298913.6703339701,204478.15628860096,0.13340799345240706
3.318,584.0,474.0,-74.08178798108953,-5.7904556006569585,0.07180156657963446,0.7972120074691827,296795.01796557195,203190.91045682837,0.1331160276239135
3.339,605.0,492.0,-53.45828798108953,13.866144399343066,0.0711139081183134,2.6169802736557086,294691.44271780417,201911.76894832205,0.1328241717706162
3.36,564.0,473.0,-94.08178798108955,-7.468155600656945,0.06026490066225165,0.7944885576799057,292602.8372237899,200640.68073040067,0.13253242640158622
3.381,648.0,494.0,-9.780587981089543,15.263744399343086,0.0941320293398533,-1.2071360730269218,290529.09488172986,199377.5950917894,0.1322407920286533
3.402,657.0,532.0,-1.232387981089543,56.12514439934305,0.0726321905868681,-0.5166512063191643,288470.1098494476,198122.46164059525,0.13194926916642527
3.423,626.0,521.0,-32.00648798108954,43.99564439934305,0.06294964028776978,-1.35754939323718,286425.777038973,196875.23030229594,0.13165785833230556
3.444,654.0,515.0,-3.7052879810895405,37.769744399343026,0.08254156769596199,-0.5773716684862573,284395.99211116444,195635.85131773958,0.1313665600465143
3.465,666.0,528.0,8.44531201891046,51.59804439934306,0.08013937282229965,-0.3865298362830198,282380.6514703699,194404.27524115928,0.13107537483210582
3.486,684.0,534.0,26.595912018910454,57.44744439934308,0.08561643835616438,-0.21804620655306764,280379.6522591254,193180.45293819823,0.1307843032149891
3.507,695.0,513.0,37.67121201891045,35.543844399343065,0.10575246949447996,0.01956040014725113,278392.89235289174,191964.33558394885,0.13049334572394608
3.528,732.0,541.0,75.04771201891046,65.80284439934303,0.10529217199558985,0.04473610200940971,276420.27035482845,190755.8746610029,0.13020250289065205
3.549,736.0,544.0,79.34891201891047,68.20044439934304,0.10526315789473684,0.05167313053045543,274461.6855906057,189555.02195751484,0.1299117752496955
3.57,711.0,577.0,53.972412018910454,104.51364439934306,0.07184986595174263,-0.19217220484781264,272517.038103252,188361.72956527708,0.1296211633385967
3.591,779.0,580.0,121.89711201891046,107.28774439934305,0.10263022176379577,0.04341918950924392,270586.22864804,187175.94987780726,0.12933066769782883
3.612,713.0,647.0,56.348912018910454,179.55874439934303,0.03288490284005979,-0.29655787360414193,268669.1586874082,185997.63558844765,0.12904028887083815
3.633,837.0,599.0,180.80071201891047,127.492544399343,0.11695331695331695,0.12232653638451212,266765.73038591817,184826.73968847672,0.12875002740406238
3.654,829.0,716.0,172.65011201891048,253.00144439934303,0.04997788589119859,-0.1183982569643552,264875.84660524956,183663.21546523226,0.1284598838469535
3.675,979.0,834.0,323.62901201891043,379.13384439934293,0.05477899508877975,-0.05130326429361245,262999.4108992287,182507.01650024645,0.1281698587519966
3.696,1128.0,1046.0,475.41511201891046,605.6667443993431,0.02546583850931677,-0.07722053678734186,261136.32750889412,181358.09666739282,0.12787995267473082
3.717,1421.0,1329.0,771.2012120189104,910.353144399343,0.0225545476832557,-0.05368707499651831,259286.50135759686,180216.41013104486,0.12759016617377028
3.738,1960.0,1920.0,1314.4933120189105,1543.219944399343,0.006896551724137931,-0.0519723026784274,257449.83804613564,179081.91134424604,0.12730049981082475
3.759,2602.0,2509.0,1962.1408120189103,2174.9150443993426,0.012204724409448819,-0.03370963455374476,255626.24384792673,177954.55504689147,0.1270109541507207
3.78,3705.0,3823.0,3079.6737120189105,3583.642444399343,-0.010395559862567174,-0.04918227466442786,253815.62570420833,176834.29626392102,0.12672152976142262
3.801,5183.0,5354.0,4570.47471201891,5222.622644399343,-0.010760808004530867,-0.043431013121243825,252017.89121927944,175721.09030352405,0.12643222721405364
3.822,7306.0,7518.0,6708.08291201891,7540.385244399343,-0.009488855071166412,-0.03819853743883567,250232.94865577196,174614.8927553548,0.12614304708291785
3.843,10062.0,10380.0,9487.72711201891,10611.71924439934,-0.010317305820517812,-0.0365988105756073,248460.7069299576,173515.65948876,0.125853989945521
3.864,13941.0,14070.0,13389.24181201891,14565.419844399343,-0.003065516503885364,-0.027661706912716435,246701.07560708717,172423.3466510164,0.12556505638259302
3.885,18311.0,18457.0,17781.00351201891,19267.173844399338,-0.0026437301946582166,-0.02639014586059888,244953.96489676376,171337.91066558074,0.1252762469781091
3.906,23608.0,23397.0,23106.39161201891,24566.80664439934,0.0029970739467628763,-0.02021615356180441,243219.2856483489,170259.30823034994,0.12498756231931159
3.927,29975.0,29147.0,29499.294812018907,30735.324044399345,0.009380416680827924,-0.013587226648345295,241496.9493464012,169187.4963159321,0.12469900299673299
3.948,36402.0,35273.0,35948.73421201891,37307.47654439935,0.010556532146463703,-0.012289227734270687,239786.8681061481,168122.43216392893,0.12441056960421798
3.969,44195.0,41521.0,43766.282012018906,44011.794544399345,0.021015899463206457,-0.0018629089650799083,238088.9546689887,167064.073285229,0.12412226273894429
3.99,52615.0,48665.0,52198.254712018905,51678.52714439935,0.02634299243055787,0.0033411110874835208,236403.12239803057,166012.37745831112,0.1238340830014477
4.011,61444.0,54798.0,61056.99821201891,58256.700744399335,0.03885640785781104,0.015770069067466766,234729.2852736564,164967.30272755914,0.12354603099564243
4.032,70912.0,61808.0,70533.13061201891,65779.79494439934,0.046800460602072706,0.02352056845907193,233067.35788912378,163928.80740158664,0.12325810732884596
4.053,80267.0,68309.0,79899.9527120189,72762.48904439935,0.055135209903866104,0.03166226398412923,231417.2554461957,162896.85005157313,0.12297031261180033
